"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_64_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 18:48:23 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 18:48:23,3.977,0.617,95.387,0.009,0.0,0.010,1185615872.0,34721792.0,768729088.0,1.99281246208e+11,0.040,0.730,1.860,0.0,0.0
16-10 18:48:25,0.0,0.0,100.0,0.0,0.0,0.0,1185710080.0,34721792.0,768733184.0,1.99281147904e+11,0.040,0.720,1.850,6210.0,1149.0
16-10 18:48:27,0.012,0.025,99.963,0.0,0.0,0.0,1185816576.0,34721792.0,768733184.0,1.99281041408e+11,0.040,0.720,1.850,6413.0,2580.0
16-10 18:48:29,0.0,0.013,99.987,0.0,0.0,0.0,1186340864.0,34729984.0,768733184.0,1.99280508928e+11,0.040,0.720,1.850,6545.0,497.0
16-10 18:48:31,0.0,0.013,99.987,0.0,0.0,0.0,1186242560.0,34729984.0,768733184.0,1.99280607232e+11,0.040,0.710,1.840,7374.0,390.0
16-10 18:48:33,0.013,0.013,99.975,0.0,0.0,0.0,1186230272.0,34729984.0,768733184.0,1.9928061952e+11,0.040,0.710,1.840,8586.0,1608.0
16-10 18:48:35,0.0,0.0,100.0,0.0,0.0,0.0,1186082816.0,34738176.0,768724992.0,1.99280766976e+11,0.030,0.700,1.830,6766.0,706.0
16-10 18:48:37,0.0,0.025,99.975,0.0,0.0,0.0,1186074624.0,34738176.0,768733184.0,1.99280766976e+11,0.030,0.700,1.830,6289.0,224.0
16-10 18:48:39,0.0,0.013,99.987,0.0,0.0,0.0,1186050048.0,34738176.0,768733184.0,1.99280791552e+11,0.030,0.700,1.830,6765.0,179.0
16-10 18:48:41,0.138,0.313,99.550,0.0,0.0,0.0,1193357312.0,34746368.0,768724992.0,1.99273484288e+11,0.030,0.690,1.820,6435.0,88.0
16-10 18:48:43,3.276,2.926,93.798,0.0,0.0,0.0,1309036544.0,34746368.0,768733184.0,1.99157796864e+11,0.030,0.690,1.820,5790.0,882.0
16-10 18:48:45,1.449,2.199,96.352,0.0,0.0,0.0,1377239040.0,34746368.0,768733184.0,1.99089594368e+11,0.110,0.690,1.810,6397.500,941.500
16-10 18:48:47,6.105,1.279,92.604,0.0,0.0,0.013,2209947648.0,34754560.0,769495040.0,1.98256115712e+11,0.110,0.690,1.810,10559.0,94920.0
16-10 18:48:49,24.962,3.227,71.698,0.0,0.0,0.113,2248335360.0,34754560.0,769691648.0,1.98217531392e+11,0.110,0.690,1.810,127791341.500,154076163.500
