"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4__32_node.csv 2 2000",,,,"Date:","15 Oct 2018 19:05:47 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 19:05:47,5.131,0.804,94.034,0.015,0.0,0.016,1279741952.0,56262656.0,4464050176.0,1.95470258176e+11,0.0,4.700,14.790,0.0,0.0
15-10 19:05:49,0.0,0.012,99.988,0.0,0.0,0.0,1279553536.0,56262656.0,4464054272.0,1.95470442496e+11,0.0,4.700,14.790,7459.0,1247.0
15-10 19:05:51,0.013,0.0,99.987,0.0,0.0,0.0,1279467520.0,56262656.0,4464054272.0,1.95470528512e+11,0.0,4.620,14.710,8524.0,3353.0
15-10 19:05:53,2.966,3.267,93.767,0.0,0.0,0.0,1396604928.0,56270848.0,4464046080.0,1.95353391104e+11,0.0,4.620,14.710,9105.0,1012.0
15-10 19:05:55,1.386,2.135,96.479,0.0,0.0,0.0,1537798144.0,56270848.0,4464054272.0,1.95212189696e+11,0.0,4.620,14.710,10219.500,2163.500
15-10 19:05:57,8.681,2.287,88.994,0.0,0.0,0.038,2500837376.0,56274944.0,4464660480.0,1.9424854016e+11,0.080,4.560,14.630,8100.0,282.0
15-10 19:05:59,44.685,11.035,44.178,0.0,0.0,0.101,4238385152.0,56283136.0,4464652288.0,1.92510992384e+11,0.080,4.560,14.630,7500.0,27.0
15-10 19:06:01,52.129,15.354,32.335,0.0,0.0,0.182,5567823872.0,56283136.0,4464660480.0,1.91181545472e+11,6.400,5.800,14.980,7890.0,0.0
15-10 19:06:03,50.236,13.723,35.850,0.0,0.0,0.191,7768104960.0,56283136.0,4691902464.0,1.887540224e+11,6.400,5.800,14.980,8490.0,105.0
15-10 19:06:05,53.157,9.646,37.033,0.076,0.0,0.088,9775505408.0,56283136.0,4693483520.0,1.86745040896e+11,6.400,5.800,14.980,8250.0,0.0
15-10 19:06:07,58.927,11.932,28.712,0.189,0.0,0.240,11299717120.0,56291328.0,4693483520.0,1.85220820992e+11,9.170,6.380,15.120,7695.0,597.0
15-10 19:06:09,29.038,8.428,62.384,0.013,0.0,0.138,2522931200.0,56291328.0,4693483520.0,1.93997606912e+11,9.170,6.380,15.120,8238.0,1126.500
15-10 19:06:11,0.038,0.225,99.737,0.0,0.0,0.0,1116258304.0,56299520.0,4693475328.0,1.95404279808e+11,8.440,6.280,15.040,7670.0,533.0
15-10 19:06:13,0.013,0.013,99.975,0.0,0.0,0.0,1112473600.0,56299520.0,4693483520.0,1.9540805632e+11,8.440,6.280,15.040,7283.0,3246.0
15-10 19:06:15,0.038,0.013,99.950,0.0,0.0,0.0,1112293376.0,56299520.0,4693487616.0,1.95408232448e+11,8.440,6.280,15.040,7320.0,2194.0
15-10 19:06:17,0.062,0.037,99.888,0.012,0.0,0.0,1110007808.0,56307712.0,4693479424.0,1.95410518016e+11,7.760,6.170,14.960,7289.0,3016.0
15-10 19:06:19,0.0,0.013,99.987,0.0,0.0,0.0,1106149376.0,56307712.0,4693487616.0,1.95414368256e+11,7.760,6.170,14.960,8005.0,1625.0
15-10 19:06:21,0.0,0.013,99.987,0.0,0.0,0.0,1103355904.0,56307712.0,4693487616.0,1.95417161728e+11,7.140,6.070,14.880,18900.0,0.0
15-10 19:06:23,0.0,0.013,99.987,0.0,0.0,0.0,1100804096.0,56315904.0,4693491712.0,1.95419701248e+11,7.140,6.070,14.880,18975.0,153.0
15-10 19:06:25,0.012,0.012,99.975,0.0,0.0,0.0,1093554176.0,56315904.0,4693483520.0,1.9542695936e+11,7.140,6.070,14.880,11640.0,3321.0
15-10 19:06:27,0.013,0.013,99.975,0.0,0.0,0.0,1091284992.0,56315904.0,4693483520.0,1.95429228544e+11,6.570,5.970,14.800,6796.0,404.0
15-10 19:06:29,2.815,4.391,92.794,0.0,0.0,0.0,1282580480.0,56328192.0,4693471232.0,1.95237933056e+11,6.570,5.970,14.800,7698.0,1711.0
15-10 19:06:31,0.0,0.013,99.987,0.0,0.0,0.0,1288077312.0,56328192.0,4693483520.0,1.95232423936e+11,6.040,5.870,14.720,7350.0,322.0
15-10 19:06:33,0.0,0.025,99.975,0.0,0.0,0.0,1285443584.0,56328192.0,4693483520.0,1.95235057664e+11,6.040,5.870,14.720,6930.0,0.0
15-10 19:06:35,0.0,0.013,99.987,0.0,0.0,0.0,1285062656.0,56336384.0,4693475328.0,1.95235438592e+11,6.040,5.870,14.720,6150.0,0.0
15-10 19:06:37,0.0,0.025,99.975,0.0,0.0,0.0,1284820992.0,56336384.0,4693483520.0,1.95235672064e+11,5.560,5.770,14.640,5850.0,0.0
15-10 19:06:39,0.0,0.013,99.987,0.0,0.0,0.0,1284694016.0,56336384.0,4693483520.0,1.9523579904e+11,5.560,5.770,14.640,6090.0,0.0
15-10 19:06:41,0.0,0.0,100.0,0.0,0.0,0.0,1284694016.0,56344576.0,4693475328.0,1.9523579904e+11,5.110,5.670,14.560,6600.0,0.0
15-10 19:06:43,0.0,0.013,99.987,0.0,0.0,0.0,1284681728.0,56344576.0,4693487616.0,1.9523579904e+11,5.110,5.670,14.560,6660.0,0.0
15-10 19:06:45,0.0,0.013,99.987,0.0,0.0,0.0,1284571136.0,56344576.0,4693487616.0,1.95235909632e+11,5.110,5.670,14.560,7650.0,101.500
15-10 19:06:47,0.0,0.025,99.975,0.0,0.0,0.0,1284251648.0,56352768.0,4693479424.0,1.9523622912e+11,4.700,5.580,14.480,7740.0,0.0
15-10 19:06:49,0.0,0.013,99.987,0.0,0.0,0.0,1284116480.0,56352768.0,4693487616.0,1.95236356096e+11,4.700,5.580,14.480,7380.0,0.0
15-10 19:06:51,0.0,0.013,99.987,0.0,0.0,0.0,1284116480.0,56352768.0,4693487616.0,1.95236356096e+11,4.330,5.490,14.400,7740.0,0.0
15-10 19:06:53,0.0,0.013,99.987,0.0,0.0,0.0,1284116480.0,56360960.0,4693479424.0,1.95236356096e+11,4.330,5.490,14.400,8430.0,0.0
15-10 19:06:55,0.0,0.012,99.988,0.0,0.0,0.0,1284108288.0,56360960.0,4693487616.0,1.95236356096e+11,4.330,5.490,14.400,9030.0,0.0
15-10 19:06:57,0.0,0.013,99.987,0.0,0.0,0.0,1284001792.0,56360960.0,4693487616.0,1.95236462592e+11,3.980,5.400,14.330,9480.0,0.0
15-10 19:06:59,0.0,0.013,99.987,0.0,0.0,0.0,1284001792.0,56369152.0,4693479424.0,1.95236462592e+11,3.980,5.400,14.330,10440.0,0.0
15-10 19:07:01,0.0,0.013,99.987,0.0,0.0,0.0,1284120576.0,56369152.0,4693487616.0,1.95236335616e+11,3.660,5.310,14.250,9690.0,0.0
15-10 19:07:03,0.0,0.025,99.975,0.0,0.0,0.0,1284120576.0,56369152.0,4693487616.0,1.95236335616e+11,3.660,5.310,14.250,10140.0,0.0
15-10 19:07:05,0.0,0.013,99.987,0.0,0.0,0.0,1284120576.0,56377344.0,4693479424.0,1.95236335616e+11,3.660,5.310,14.250,9919.0,141.0
15-10 19:07:07,0.013,0.013,99.975,0.0,0.0,0.0,1284055040.0,56377344.0,4693487616.0,1.9523639296e+11,3.370,5.220,14.170,9360.0,0.0
15-10 19:07:09,0.0,0.013,99.987,0.0,0.0,0.0,1284055040.0,56377344.0,4693487616.0,1.9523639296e+11,3.370,5.220,14.170,9488.0,186.0
15-10 19:07:11,1.814,2.552,95.634,0.0,0.0,0.0,1373138944.0,56385536.0,4693479424.0,1.95147309056e+11,3.180,5.150,14.100,9735.0,61.0
15-10 19:07:13,2.050,1.175,96.775,0.0,0.0,0.0,1457905664.0,56385536.0,4693487616.0,1.95062534144e+11,3.180,5.150,14.100,10783.500,3193.500
15-10 19:07:15,4.854,1.701,93.445,0.0,0.0,0.0,2191716352.0,56385536.0,4693487616.0,1.94328723456e+11,3.180,5.150,14.100,9255.0,336.0
15-10 19:07:17,12.954,5.521,81.423,0.0,0.0,0.101,3182411776.0,56393728.0,4694085632.0,1.93337421824e+11,7.410,5.990,14.330,8671.0,470.0


"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4__32_node.csv 2 2000",,,,"Date:","15 Oct 2018 19:07:20 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 19:07:20,5.134,0.806,94.030,0.015,0.0,0.016,5101416448.0,56393728.0,4694093824.0,1.9141840896e+11,7.410,5.990,14.330,0.0,0.0
15-10 19:07:22,54.719,12.324,32.739,0.0,0.0,0.218,7378362368.0,56393728.0,4694093824.0,1.8914146304e+11,11.060,6.770,14.530,7515.0,854.0
15-10 19:07:24,39.194,12.171,48.395,0.025,0.0,0.215,9839681536.0,56401920.0,4695052288.0,1.86679177216e+11,11.060,6.770,14.530,6630.0,394.0
15-10 19:07:26,62.176,10.054,27.580,0.0,0.0,0.190,11444310016.0,56401920.0,4694679552.0,1.85074921472e+11,11.060,6.770,14.530,7260.0,563.0
15-10 19:07:28,55.731,11.216,32.898,0.0,0.0,0.155,13318426624.0,56401920.0,4694679552.0,1.83200804864e+11,15.060,7.670,14.780,7530.0,708.0
15-10 19:07:30,39.807,9.742,50.113,0.175,0.0,0.163,14895902720.0,56414208.0,4695076864.0,1.81622919168e+11,15.060,7.670,14.780,7257.0,174.0
15-10 19:07:32,62.728,11.063,25.979,0.0,0.0,0.230,16535162880.0,56414208.0,4695076864.0,1.79983659008e+11,19.460,8.710,15.080,7128.0,8061.0
15-10 19:07:34,49.363,13.335,37.086,0.0,0.0,0.217,18787672064.0,56422400.0,4695068672.0,1.77731149824e+11,19.460,8.710,15.080,7395.0,421.0
15-10 19:07:36,56.741,9.413,33.732,0.0,0.0,0.113,20148776960.0,56422400.0,4695449600.0,1.76369664e+11,19.460,8.710,15.080,7403.0,605.0
15-10 19:07:38,58.098,11.429,30.280,0.0,0.0,0.193,22118338560.0,56422400.0,4695453696.0,1.74400098304e+11,23.990,9.830,15.410,8205.0,2853.0
15-10 19:07:40,44.394,11.745,43.697,0.0,0.0,0.165,24114540544.0,56430592.0,4695744512.0,1.72403597312e+11,23.990,9.830,15.410,8850.0,105.0
