"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_nodes_2.csv 2 2000",,,,"Date:","15 Oct 2018 13:01:48 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 13:01:48,3.456,0.616,95.894,0.015,0.0,0.019,11821514752.0,15736832.0,559972352.0,1.88873089024e+11,10.210,14.690,8.930,0.0,0.0
15-10 13:01:50,51.471,9.362,38.925,0.0,0.0,0.242,13227933696.0,15745024.0,590659584.0,1.87435974656e+11,13.070,15.210,9.130,58668165.500,436717527.0
15-10 13:01:52,47.235,9.015,43.382,0.013,0.0,0.356,15434387456.0,15892480.0,605712384.0,1.8521432064e+11,13.070,15.210,9.130,62019631.500,413255053.500
15-10 13:01:54,60.598,10.074,28.996,0.0,0.0,0.332,17270702080.0,15908864.0,606490624.0,1.83377211392e+11,18.030,16.200,9.480,119417979.500,47990767.0
15-10 13:01:56,57.183,8.873,33.505,0.013,0.0,0.426,19044921344.0,15908864.0,606584832.0,1.8160289792e+11,18.030,16.200,9.480,119875977.0,412285705.0
15-10 13:01:58,55.016,9.336,35.369,0.0,0.0,0.279,20293132288.0,15908864.0,607297536.0,1.80353974272e+11,18.030,16.200,9.480,36416845.500,436710244.0
15-10 13:02:00,46.877,11.768,41.006,0.0,0.0,0.348,23150342144.0,15917056.0,608059392.0,1.77495994368e+11,21.710,17.0,9.780,83905952.0,182680916.0
15-10 13:02:02,58.930,10.303,30.459,0.0,0.0,0.308,24571920384.0,15917056.0,608047104.0,1.76074428416e+11,21.710,17.0,9.780,119725322.0,254069335.500
15-10 13:02:04,55.601,10.262,33.719,0.0,0.0,0.419,26207604736.0,15917056.0,608866304.0,1.74437924864e+11,28.220,18.430,10.280,92041129.0,436716614.500
15-10 13:02:06,51.234,9.619,38.843,0.0,0.0,0.304,28421951488.0,15925248.0,609570816.0,1.72222865408e+11,28.220,18.430,10.280,28606806.0,436702376.0
15-10 13:02:08,56.489,10.014,33.136,0.0,0.0,0.361,30490468352.0,15929344.0,610336768.0,1.70153578496e+11,28.220,18.430,10.280,119465219.500,66153012.500
15-10 13:02:10,57.112,9.151,33.393,0.0,0.0,0.344,32252903424.0,15929344.0,610242560.0,1.68391237632e+11,31.170,19.200,10.570,119850513.0,370594927.0
15-10 13:02:12,57.489,8.875,33.367,0.0,0.0,0.268,33718009856.0,15937536.0,610856960.0,1.66925508608e+11,31.170,19.200,10.570,54300972.0,436704731.0
15-10 13:02:14,48.833,9.774,41.021,0.0,0.0,0.372,35726565376.0,15937536.0,611442688.0,1.6491636736e+11,31.960,19.560,10.730,66373635.500,436705996.500
15-10 13:02:16,58.970,10.401,30.220,0.0,0.0,0.409,37958524928.0,15945728.0,612204544.0,1.6268363776e+11,31.960,19.560,10.730,119400982.0,27195015.500
15-10 13:02:18,52.912,10.675,36.055,0.0,0.0,0.358,39303475200.0,15945728.0,612364288.0,1.61338527744e+11,31.960,19.560,10.730,119902514.500,409555031.0
15-10 13:02:20,54.969,9.772,34.902,0.0,0.0,0.357,41593585664.0,15945728.0,613068800.0,1.59047712768e+11,34.200,20.230,11.0,643890.500,436696358.500
15-10 13:02:22,52.923,10.272,36.263,0.0,0.0,0.542,43918569472.0,15953920.0,613830656.0,1.56721958912e+11,34.200,20.230,11.0,119629148.0,179707173.500
15-10 13:02:24,54.468,9.490,35.652,0.0,0.0,0.391,45091328000.0,15953920.0,613724160.0,1.5554930688e+11,35.950,20.830,11.240,119665695.0,257030962.0
15-10 13:02:26,55.458,10.024,34.174,0.0,0.0,0.344,46519627776.0,15958016.0,614318080.0,1.54120409088e+11,35.950,20.830,11.240,101027319.500,436722368.500
15-10 13:02:28,53.681,9.259,36.782,0.0,0.0,0.278,48443576320.0,15966208.0,615055360.0,1.52195715072e+11,35.950,20.830,11.240,19691767.0,436698824.0
15-10 13:02:30,49.815,10.334,39.391,0.0,0.0,0.460,50965348352.0,15966208.0,615542784.0,1.49673455616e+11,39.240,21.760,11.590,119843517.500,315085046.0
15-10 13:02:32,60.633,9.664,29.225,0.013,0.0,0.465,52240027648.0,15966208.0,615542784.0,1.4839877632e+11,39.240,21.760,11.590,119526714.0,121664847.0
15-10 13:02:34,55.503,9.487,34.614,0.0,0.0,0.396,53818798080.0,15974400.0,616128512.0,1.46819411968e+11,42.980,22.830,11.990,104831201.500,436716984.500
15-10 13:02:36,53.342,10.082,36.259,0.0,0.0,0.317,55764779008.0,15974400.0,616837120.0,1.44872722432e+11,42.980,22.830,11.990,15793871.0,436699431.0
15-10 13:02:38,50.813,10.983,37.824,0.0,0.0,0.381,58084352000.0,15982592.0,617603072.0,1.42552375296e+11,42.980,22.830,11.990,119703563.500,223307323.500
15-10 13:02:40,59.664,10.879,29.049,0.0,0.0,0.407,59561316352.0,15982592.0,617463808.0,1.41075550208e+11,43.620,23.290,12.200,119657669.0,213436891.0
15-10 13:02:42,56.391,10.415,32.852,0.0,0.0,0.342,61297586176.0,15982592.0,618024960.0,1.39338719232e+11,43.620,23.290,12.200,90369257.0,436710627.500
15-10 13:02:44,53.198,9.276,37.156,0.0,0.0,0.370,63227047936.0,15994880.0,618872832.0,1.37408397312e+11,41.090,23.110,12.200,30278760.0,436699805.500
15-10 13:02:46,52.266,10.568,36.733,0.0,0.0,0.433,65433976832.0,15994880.0,619642880.0,1.35200698368e+11,41.090,23.110,12.200,119550440.0,127958256.0
15-10 13:02:48,57.994,9.609,31.927,0.0,0.0,0.470,66707066880.0,15994880.0,619528192.0,1.33927723008e+11,41.090,23.110,12.200,119753068.500,308782041.0
15-10 13:02:50,56.888,9.511,33.338,0.0,0.0,0.263,68510343168.0,16003072.0,620367872.0,1.32123598848e+11,42.450,23.690,12.450,34916118.500,436702087.0
15-10 13:02:52,50.816,10.456,38.311,0.0,0.0,0.417,70770458624.0,16003072.0,621146112.0,1.29862705152e+11,42.450,23.690,12.450,85776241.0,436706519.500
15-10 13:02:54,57.681,10.004,31.819,0.0,0.0,0.496,73091223552.0,16011264.0,621907968.0,1.27541170176e+11,42.090,23.920,12.590,119470272.0,70197186.500
15-10 13:02:56,55.771,9.221,34.651,0.0,0.0,0.357,74391429120.0,16011264.0,621711360.0,1.26241161216e+11,42.090,23.920,12.590,119866769.500,366536089.500
15-10 13:02:58,56.539,9.843,33.312,0.0,0.0,0.306,75776557056.0,16011264.0,622387200.0,1.2485535744e+11,42.090,23.920,12.590,46183328.500,436702112.0
15-10 13:03:00,52.740,10.012,36.863,0.0,0.0,0.385,78105698304.0,16023552.0,623058944.0,1.2252553216e+11,40.320,23.860,12.630,74432751.0,436703570.0
15-10 13:03:02,53.000,9.919,36.605,0.0,0.0,0.475,80479367168.0,16023552.0,623828992.0,1.20151093248e+11,40.320,23.860,12.630,119587085.0,160853822.0
15-10 13:03:04,58.631,9.569,31.381,0.0,0.0,0.418,81623818240.0,16023552.0,623702016.0,1.19006769152e+11,41.500,24.380,12.850,119736341.500,275875015.0
15-10 13:03:06,57.148,9.322,33.171,0.013,0.0,0.345,83372150784.0,16031744.0,624398336.0,1.17257732096e+11,41.500,24.380,12.850,59491848.500,436704309.0
15-10 13:03:08,46.985,10.004,42.587,0.0,0.0,0.424,85902635008.0,16031744.0,625168384.0,1.14726477824e+11,41.500,24.380,12.850,61001169.0,318010015.500
15-10 13:03:10,58.239,10.431,30.911,0.0,0.0,0.419,87458779136.0,16039936.0,625238016.0,1.13170255872e+11,40.890,24.540,12.970,119488983.500,118716921.500
15-10 13:03:12,52.265,10.997,36.396,0.0,0.0,0.342,88838311936.0,16039936.0,625786880.0,1.11790174208e+11,40.890,24.540,12.970,119281772.0,436735669.0
15-10 13:03:14,56.371,9.264,34.112,0.0,0.0,0.254,90803851264.0,16039936.0,626348032.0,1.09824073728e+11,41.620,24.960,13.170,1349440.0,436697300.0
