"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_128_ps_fake_1.csv 2 2000",,,,"Date:","16 Oct 2018 19:18:39 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 19:18:39,3.973,0.616,95.392,0.009,0.0,0.010,2694070272.0,37732352.0,1058369536.0,1.974801408e+11,4.550,3.220,2.330,0.0,0.0
16-10 19:18:41,0.012,0.0,99.988,0.0,0.0,0.0,2693410816.0,37740544.0,1058373632.0,1.97480787968e+11,4.190,3.170,2.310,8700.0,1055.0
16-10 19:18:43,0.0,0.025,99.975,0.0,0.0,0.0,2693156864.0,37740544.0,1058373632.0,1.9748104192e+11,4.190,3.170,2.310,9368.0,102.0
16-10 19:18:45,0.0,0.013,99.987,0.0,0.0,0.0,2693189632.0,37740544.0,1058373632.0,1.97481009152e+11,4.190,3.170,2.310,9555.0,2649.0
16-10 19:18:47,0.0,0.025,99.975,0.0,0.0,0.0,2692792320.0,37748736.0,1058373632.0,1.97481398272e+11,3.850,3.120,2.300,8689.0,65.0
16-10 19:18:49,0.0,0.0,100.0,0.0,0.0,0.0,2692919296.0,37748736.0,1058373632.0,1.97481271296e+11,3.850,3.120,2.300,8269.0,49.0
16-10 19:18:51,0.0,0.013,99.987,0.0,0.0,0.0,2692882432.0,37748736.0,1058373632.0,1.9748130816e+11,3.540,3.060,2.290,8588.0,162.0
16-10 19:18:53,0.012,0.012,99.975,0.0,0.0,0.0,2692628480.0,37756928.0,1058365440.0,1.97481562112e+11,3.540,3.060,2.290,8025.0,407.0
16-10 19:18:55,1.639,2.790,95.572,0.0,0.0,0.0,2745028608.0,37756928.0,1058373632.0,1.97429153792e+11,3.540,3.060,2.290,14955.0,61.0
16-10 19:18:57,2.326,0.200,97.474,0.0,0.0,0.0,2820763648.0,37756928.0,1058373632.0,1.97353418752e+11,3.340,3.030,2.280,14640.0,882.0
16-10 19:18:59,2.035,1.735,96.217,0.0,0.0,0.012,2843611136.0,37765120.0,1058365440.0,1.97330571264e+11,3.340,3.030,2.280,11314.500,1185.0
16-10 19:19:01,4.941,1.889,93.171,0.0,0.0,0.0,3148959744.0,37765120.0,1058373632.0,1.97025214464e+11,3.150,3.0,2.270,24110.0,689.500
16-10 19:19:03,12.283,1.976,85.578,0.0,0.0,0.163,3641151488.0,37765120.0,1060126720.0,1.96531269632e+11,3.150,3.0,2.270,593113.0,383406138.500
16-10 19:19:05,39.882,8.122,51.845,0.025,0.0,0.126,3348484096.0,37773312.0,1060118528.0,1.96823937024e+11,3.150,3.0,2.270,124096335.500,157906236.500
16-10 19:19:07,1.100,0.462,98.438,0.0,0.0,0.0,3233439744.0,37773312.0,1060896768.0,1.96938203136e+11,3.140,3.0,2.280,3949884.500,3376.0
16-10 19:19:09,37.009,4.549,58.317,0.0,0.0,0.126,3896041472.0,37777408.0,1060470784.0,1.96276023296e+11,3.140,3.0,2.280,768595.500,541208442.500
16-10 19:19:11,14.139,1.414,83.921,0.413,0.0,0.113,3252703232.0,37789696.0,1060458496.0,1.96919361536e+11,3.050,2.980,2.280,127799124.0,30813.0
16-10 19:19:13,25.515,4.108,70.264,0.0,0.0,0.113,4039852032.0,37789696.0,1060814848.0,1.96131856384e+11,3.050,2.980,2.280,858791.0,541209615.0
16-10 19:19:15,26.515,9.529,63.844,0.0,0.0,0.112,3254808576.0,37789696.0,1060814848.0,1.9691689984e+11,3.050,2.980,2.280,127156583.500,27786.500
16-10 19:19:17,14.850,1.969,83.055,0.013,0.0,0.113,3877957632.0,37801984.0,1061158912.0,1.96293394432e+11,2.880,2.950,2.270,1243317.0,383331961.0
16-10 19:19:19,36.526,3.418,59.880,0.013,0.0,0.163,3253624832.0,37801984.0,1061158912.0,1.96917727232e+11,2.880,2.950,2.270,127376534.0,157908687.500
16-10 19:19:21,12.329,1.792,85.791,0.0,0.0,0.088,3773952000.0,37801984.0,1061502976.0,1.96397056e+11,2.730,2.910,2.260,1216642.0,383333141.500
16-10 19:19:23,38.267,4.401,57.206,0.0,0.0,0.126,3395346432.0,37810176.0,1061494784.0,1.96775661568e+11,2.730,2.910,2.260,125343368.500,157903533.500
16-10 19:19:25,8.782,1.466,89.652,0.0,0.0,0.100,3606843392.0,37810176.0,1061502976.0,1.96564156416e+11,2.730,2.910,2.260,3221621.0,312189286.0
16-10 19:19:27,40.926,4.468,54.430,0.0,0.0,0.176,3615227904.0,37810176.0,1061851136.0,1.96555423744e+11,3.560,3.080,2.320,124230119.500,229048737.0
16-10 19:19:29,7.087,1.164,91.686,0.0,0.0,0.063,3532345344.0,37818368.0,1061842944.0,1.96638306304e+11,3.560,3.080,2.320,4217971.500,154219436.0
16-10 19:19:31,41.790,3.829,54.256,0.0,0.0,0.126,3629510656.0,37818368.0,1062203392.0,1.96540780544e+11,6.870,3.780,2.550,74482789.0,387006113.0
16-10 19:19:33,7.185,0.876,91.851,0.0,0.0,0.088,3388375040.0,37818368.0,1062203392.0,1.9678191616e+11,6.870,3.780,2.550,54035598.500,50087954.500
16-10 19:19:35,41.198,4.110,54.617,0.0,0.0,0.075,3557900288.0,37826560.0,1062547456.0,1.96612038656e+11,6.870,3.780,2.550,704361.0,491131140.500
16-10 19:19:37,7.698,1.850,90.327,0.012,0.0,0.112,3241312256.0,37826560.0,1062555648.0,1.96928618496e+11,7.520,3.960,2.620,127802382.500,23288.500
16-10 19:19:39,35.212,4.205,60.457,0.0,0.0,0.126,3851374592.0,37834752.0,1062912000.0,1.96318191616e+11,7.520,3.960,2.620,854026.500,541209572.0
16-10 19:19:41,16.228,1.266,82.419,0.0,0.0,0.088,3262390272.0,37842944.0,1062912000.0,1.96907167744e+11,7.0,3.910,2.610,127804921.0,21047.0
16-10 19:19:43,24.981,3.486,71.369,0.0,0.0,0.163,4045975552.0,37842944.0,1063268352.0,1.96123226112e+11,7.0,3.910,2.610,837356.500,541209639.0
16-10 19:19:45,26.204,1.881,71.803,0.0,0.0,0.113,3262910464.0,37842944.0,1063268352.0,1.969062912e+11,7.0,3.910,2.610,127165040.500,22199.500
16-10 19:19:47,14.956,2.422,82.472,0.0,0.0,0.151,3926687744.0,37851136.0,1063624704.0,1.96242149376e+11,6.440,3.850,2.590,1347139.500,419407227.0
16-10 19:19:49,35.786,3.227,60.861,0.0,0.0,0.126,3274575872.0,37851136.0,1063624704.0,1.96894261248e+11,6.440,3.850,2.590,125956043.500,121838448.0
16-10 19:19:51,11.373,1.668,86.859,0.0,0.0,0.100,3723505664.0,37851136.0,1063985152.0,1.96444971008e+11,5.920,3.790,2.580,2651995.500,383333319.500
16-10 19:19:53,38.721,10.182,50.897,0.0,0.0,0.201,3481800704.0,37859328.0,1063976960.0,1.96686675968e+11,5.920,3.790,2.580,124162994.500,157911746.500
16-10 19:19:55,8.290,1.493,90.154,0.0,0.0,0.063,3563986944.0,37859328.0,1063985152.0,1.96604481536e+11,5.920,3.790,2.580,4339375.0,277464232.500
16-10 19:19:57,40.845,3.697,55.244,0.0,0.0,0.214,3641012224.0,37859328.0,1064353792.0,1.96527087616e+11,6.330,3.910,2.620,123020885.500,263774859.500
16-10 19:19:59,7.280,1.138,91.506,0.0,0.0,0.075,3499798528.0,37867520.0,1064345600.0,1.96668301312e+11,6.330,3.910,2.620,5382579.0,124036430.0
16-10 19:20:01,40.497,4.371,54.970,0.0,0.0,0.162,3606822912.0,37867520.0,1064718336.0,1.96560904192e+11,6.300,3.940,2.640,21077644.0,417183515.500
16-10 19:20:03,6.505,1.201,92.219,0.0,0.0,0.075,3261620224.0,37867520.0,1064718336.0,1.9690610688e+11,6.300,3.940,2.640,107339943.500,22298.0
16-10 19:20:05,36.094,4.792,58.952,0.013,0.0,0.150,3861594112.0,37875712.0,1065070592.0,1.96305772544e+11,6.300,3.940,2.640,800967.0,541208369.0
16-10 19:20:07,16.375,8.581,74.956,0.0,0.0,0.088,3258564608.0,37875712.0,1065078784.0,1.96908793856e+11,10.120,4.770,2.920,127804105.500,50455.0
16-10 19:20:09,21.167,3.225,75.483,0.0,0.0,0.125,4427182080.0,37875712.0,1065447424.0,1.95739807744e+11,10.120,4.770,2.920,811986.500,541209287.500
16-10 19:20:11,30.200,2.288,67.375,0.0,0.0,0.138,3277737984.0,37883904.0,1065439232.0,1.9688925184e+11,9.630,4.760,2.920,127166062.500,53444.500
16-10 19:20:13,15.013,2.233,82.616,0.0,0.0,0.138,4042383360.0,37883904.0,1065811968.0,1.96124233728e+11,9.630,4.760,2.920,1390728.500,456402592.500
16-10 19:20:15,36.102,10.379,53.393,0.0,0.0,0.126,3264438272.0,37883904.0,1065811968.0,1.96902178816e+11,9.630,4.760,2.920,127278161.0,84848685.0
16-10 19:20:17,12.818,2.230,84.852,0.0,0.0,0.100,3805085696.0,37892096.0,1066180608.0,1.9636115456e+11,8.860,4.680,2.910,1268031.0,383331854.0
16-10 19:20:19,37.905,4.488,57.457,0.0,0.0,0.150,3409301504.0,37892096.0,1066180608.0,1.96756938752e+11,8.860,4.680,2.910,126024802.0,157904715.0
16-10 19:20:21,10.887,1.856,87.119,0.0,0.0,0.138,3709730816.0,37892096.0,1066545152.0,1.96456144896e+11,8.150,4.600,2.890,2659937.500,383332685.500
16-10 19:20:23,38.493,3.685,57.684,0.0,0.0,0.138,3494944768.0,37900288.0,1066545152.0,1.96670922752e+11,8.150,4.600,2.890,124142022.500,157909625.500
