"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_128_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 18:42:37 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 18:42:37,3.977,0.617,95.386,0.009,0.0,0.010,1185079296.0,34430976.0,765214720.0,1.99285587968e+11,0.020,1.110,2.360,0.0,0.0
16-10 18:42:39,0.0,0.012,99.988,0.0,0.0,0.0,1185148928.0,34430976.0,765218816.0,1.9928551424e+11,0.020,1.090,2.350,7845.0,994.0
16-10 18:42:41,0.0,0.025,99.975,0.0,0.0,0.0,1185230848.0,34430976.0,765218816.0,1.9928543232e+11,0.020,1.090,2.350,7358.0,613.0
16-10 18:42:43,0.0,0.025,99.975,0.0,0.0,0.0,1185886208.0,34439168.0,765218816.0,1.99284768768e+11,0.020,1.090,2.350,7350.0,1543.0
16-10 18:42:45,0.0,0.013,99.987,0.0,0.0,0.0,1185677312.0,34439168.0,765218816.0,1.99284977664e+11,0.010,1.070,2.340,7170.0,0.0
16-10 18:42:47,0.0,0.025,99.975,0.0,0.0,0.0,1185546240.0,34439168.0,765218816.0,1.99285108736e+11,0.010,1.070,2.340,6510.0,0.0
16-10 18:42:49,0.0,0.013,99.987,0.0,0.0,0.0,1185665024.0,34447360.0,765218816.0,1.9928498176e+11,0.010,1.050,2.320,5640.0,0.0
16-10 18:42:51,0.0,0.0,100.0,0.0,0.0,0.0,1185628160.0,34447360.0,765218816.0,1.99285018624e+11,0.010,1.050,2.320,6000.0,0.0
16-10 18:42:53,0.0,0.013,99.987,0.0,0.0,0.0,1185619968.0,34455552.0,765218816.0,1.99285018624e+11,0.010,1.050,2.320,5520.0,0.0
16-10 18:42:55,0.0,0.012,99.988,0.0,0.0,0.0,1185619968.0,34455552.0,765218816.0,1.99285018624e+11,0.010,1.040,2.310,5460.0,0.0
16-10 18:42:57,0.0,0.025,99.975,0.0,0.0,0.0,1185587200.0,34455552.0,765218816.0,1.99285051392e+11,0.010,1.040,2.310,5460.0,0.0
16-10 18:42:59,1.251,2.214,96.535,0.0,0.0,0.0,1231699968.0,34463744.0,765218816.0,1.99238930432e+11,0.010,1.020,2.300,5042.0,2412.0
16-10 18:43:01,2.326,0.188,97.487,0.0,0.0,0.0,1313763328.0,34463744.0,765218816.0,1.99156867072e+11,0.010,1.020,2.300,4410.0,878.0
16-10 18:43:03,1.249,1.787,96.964,0.0,0.0,0.0,1362993152.0,34463744.0,765218816.0,1.99107637248e+11,0.010,1.020,2.300,4984.500,792.500
16-10 18:43:05,9.416,2.066,88.492,0.0,0.0,0.025,2472169472.0,34476032.0,766177280.0,1.97997490176e+11,0.090,1.020,2.290,27341.500,127824182.500
16-10 18:43:07,36.774,5.860,57.177,0.0,0.0,0.189,2350145536.0,34476032.0,766177280.0,1.98119514112e+11,0.090,1.020,2.290,123891637.0,52706800.500
16-10 18:43:09,0.837,0.825,98.263,0.050,0.0,0.025,2308268032.0,34476032.0,765804544.0,1.98161764352e+11,0.080,1.0,2.280,3938631.0,2493.0
16-10 18:43:11,37.480,5.021,56.897,0.414,0.0,0.188,2635825152.0,34484224.0,766353408.0,1.97833650176e+11,0.080,1.0,2.280,123899186.500,180476118.0
16-10 18:43:13,6.774,1.277,91.912,0.0,0.0,0.038,2597654528.0,34484224.0,766357504.0,1.97871816704e+11,0.080,1.0,2.280,3964629.0,127784932.500
16-10 18:43:15,37.020,4.016,58.751,0.088,0.0,0.125,2419814400.0,34496512.0,766521344.0,1.98049480704e+11,0.480,1.070,2.290,123871234.0,52664673.500
16-10 18:43:17,5.742,1.514,92.707,0.0,0.0,0.038,2660208640.0,34496512.0,766533632.0,1.97809074176e+11,0.480,1.070,2.290,3964995.500,127784357.500
16-10 18:43:19,35.768,4.432,59.700,0.0,0.0,0.100,2316627968.0,34496512.0,766713856.0,1.98152474624e+11,1.0,1.170,2.320,125723728.0,52669064.0
16-10 18:43:21,5.893,1.630,92.426,0.0,0.0,0.050,2723569664.0,34504704.0,766881792.0,1.977453568e+11,1.0,1.170,2.320,2115913.0,127783588.500
16-10 18:43:23,34.958,3.848,61.119,0.0,0.0,0.075,2310111232.0,34504704.0,766889984.0,1.9815880704e+11,1.0,1.170,2.320,127116046.0,52670812.500
16-10 18:43:25,6.270,1.740,91.940,0.0,0.0,0.050,2798505984.0,34504704.0,767070208.0,1.97670232064e+11,0.920,1.150,2.310,725214.500,140058110.500
16-10 18:43:27,34.485,3.830,61.622,0.0,0.0,0.063,2352689152.0,34512896.0,767070208.0,1.98116040704e+11,0.920,1.150,2.310,127110190.0,40398073.0
16-10 18:43:29,11.610,2.561,85.779,0.0,0.0,0.050,3068198912.0,34512896.0,767246336.0,1.97400354816e+11,1.410,1.240,2.330,719488.500,180408035.0
16-10 18:43:31,30.873,11.671,57.293,0.0,0.0,0.163,2372435968.0,34512896.0,767250432.0,1.98096113664e+11,1.410,1.240,2.330,127113167.500,30012.0
16-10 18:43:33,16.079,3.113,80.758,0.0,0.0,0.050,3150761984.0,34521088.0,767430656.0,1.97317599232e+11,1.410,1.240,2.330,717573.500,180408024.0
16-10 18:43:35,26.247,1.638,72.002,0.0,0.0,0.113,2396164096.0,34521088.0,767430656.0,1.9807219712e+11,2.330,1.440,2.390,127111453.500,41584.500
16-10 18:43:37,27.521,4.089,68.339,0.0,0.0,0.050,3038359552.0,34521088.0,767606784.0,1.97429825536e+11,2.330,1.440,2.390,716604.0,180408216.0
16-10 18:43:39,14.413,1.576,83.898,0.0,0.0,0.113,2385768448.0,34529280.0,767606784.0,1.98082408448e+11,2.150,1.420,2.380,127755567.500,52084.500
16-10 18:43:41,35.670,5.178,59.065,0.0,0.0,0.088,2863087616.0,34529280.0,767787008.0,1.97604909056e+11,2.150,1.420,2.380,58875650.0,180432650.500
16-10 18:43:43,7.105,0.662,92.170,0.0,0.0,0.062,2417623040.0,34529280.0,767787008.0,1.98050373632e+11,2.150,1.420,2.380,69013103.500,4990749.0
16-10 18:43:45,38.511,5.228,56.136,0.0,0.0,0.125,2615889920.0,34537472.0,767963136.0,1.97851922432e+11,2.620,1.520,2.410,123884972.0,175471436.0
16-10 18:43:47,5.718,1.348,92.909,0.0,0.0,0.025,2666635264.0,34537472.0,767971328.0,1.97801168896e+11,2.620,1.520,2.410,3959234.500,117874786.0
16-10 18:43:49,37.134,4.420,58.332,0.0,0.0,0.113,2533449728.0,34537472.0,768155648.0,1.97934170112e+11,3.530,1.730,2.470,123870808.0,62582149.500
16-10 18:43:51,5.502,1.617,92.831,0.0,0.0,0.050,2748264448.0,34545664.0,768147456.0,1.97719355392e+11,3.530,1.730,2.470,3970487.500,127791354.0
16-10 18:43:53,36.228,3.694,60.003,0.0,0.0,0.075,2559832064.0,34545664.0,768339968.0,1.97907595264e+11,3.530,1.730,2.470,125725127.500,52652204.500
