"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 1__128_node.csv 2 2000",,,,"Date:","15 Oct 2018 18:24:06 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 18:24:06,4.372,0.752,94.845,0.015,0.0,0.016,1171177472.0,49610752.0,4225835008.0,1.95823689728e+11,0.540,6.960,9.380,0.0,0.0
15-10 18:24:08,0.012,0.012,99.975,0.0,0.0,0.0,1170771968.0,49610752.0,4225847296.0,1.95824082944e+11,0.540,6.960,9.380,9232.0,1332.0
15-10 18:24:10,0.0,0.013,99.987,0.0,0.0,0.0,1171402752.0,49610752.0,4225847296.0,1.9582345216e+11,0.490,6.840,9.330,8082.0,3303.0
15-10 18:24:12,0.0,0.013,99.987,0.0,0.0,0.0,1171394560.0,49618944.0,4225847296.0,1.9582345216e+11,0.490,6.840,9.330,7317.0,231.0
15-10 18:24:14,0.025,0.012,99.963,0.0,0.0,0.0,1171267584.0,49618944.0,4225847296.0,1.95823579136e+11,0.450,6.730,9.280,7515.0,1055.0
15-10 18:24:16,0.050,0.025,99.925,0.0,0.0,0.0,1174601728.0,49618944.0,4225851392.0,1.95820240896e+11,0.450,6.730,9.280,8445.0,2053.0
15-10 18:24:18,0.0,0.013,99.987,0.0,0.0,0.0,1174630400.0,49627136.0,4225851392.0,1.95820204032e+11,0.450,6.730,9.280,7500.0,265.0
15-10 18:24:20,0.050,0.013,99.937,0.0,0.0,0.0,1174491136.0,49627136.0,4225851392.0,1.95820343296e+11,0.420,6.620,9.230,6525.0,2450.0
15-10 18:24:22,0.0,0.013,99.987,0.0,0.0,0.0,1171529728.0,49627136.0,4225851392.0,1.95823304704e+11,0.420,6.620,9.230,6480.0,3302.0
15-10 18:24:24,0.0,0.013,99.987,0.0,0.0,0.0,1171169280.0,49635328.0,4225847296.0,1.95823661056e+11,0.380,6.510,9.180,6597.0,408.0
15-10 18:24:26,0.0,0.013,99.987,0.0,0.0,0.0,1171046400.0,49635328.0,4225847296.0,1.95823783936e+11,0.380,6.510,9.180,7167.0,290.0
15-10 18:24:28,1.138,2.840,96.022,0.0,0.0,0.0,1188896768.0,49635328.0,4225847296.0,1.95805933568e+11,0.380,6.510,9.180,7215.0,61.0
15-10 18:24:30,2.300,0.225,97.475,0.0,0.0,0.0,1295405056.0,49643520.0,4225847296.0,1.95699417088e+11,0.430,6.420,9.140,6963.0,1184.0
15-10 18:24:32,0.912,2.487,96.601,0.0,0.0,0.0,1403215872.0,49643520.0,4225847296.0,1.95591606272e+11,0.430,6.420,9.140,5580.0,262.0
15-10 18:24:34,20.379,5.331,74.265,0.0,0.0,0.025,3075420160.0,49643520.0,4226457600.0,1.9391879168e+11,4.400,7.140,9.360,5700.0,282.0
15-10 18:24:36,50.731,6.841,42.390,0.0,0.0,0.039,3827359744.0,49651712.0,4226457600.0,1.93166843904e+11,4.400,7.140,9.360,5580.0,0.0
15-10 18:24:38,42.652,8.572,48.712,0.0,0.0,0.065,5510684672.0,49651712.0,4226457600.0,1.91483518976e+11,4.400,7.140,9.360,6360.0,0.0
15-10 18:24:40,41.739,9.618,48.578,0.0,0.0,0.064,7524741120.0,49655808.0,4455075840.0,1.89240840192e+11,6.130,7.450,9.450,5430.0,105.0
15-10 18:24:42,51.680,5.631,42.458,0.141,0.0,0.090,8370192384.0,49664000.0,4455411712.0,1.88395044864e+11,6.130,7.450,9.450,6000.0,0.0
15-10 18:24:44,47.249,8.287,44.400,0.0,0.0,0.065,10045206528.0,49664000.0,4455415808.0,1.86720026624e+11,10.450,8.330,9.720,6270.0,0.0
15-10 18:24:46,48.102,9.068,42.766,0.0,0.0,0.064,11969658880.0,49664000.0,4456120320.0,1.8479486976e+11,10.450,8.330,9.720,6000.0,105.0
15-10 18:24:48,52.238,5.707,41.990,0.0,0.0,0.065,13339807744.0,49672192.0,4456112128.0,1.83424720896e+11,10.450,8.330,9.720,5130.0,0.0
15-10 18:24:50,48.565,8.270,43.035,0.0,0.0,0.130,15644815360.0,49672192.0,4456120320.0,1.81119705088e+11,13.610,9.020,9.930,6441.0,186.0
15-10 18:24:52,50.804,5.174,43.957,0.0,0.0,0.064,16257871872.0,49672192.0,4456460288.0,1.80506308608e+11,13.610,9.020,9.930,6630.0,0.0
15-10 18:24:54,49.225,7.310,43.413,0.0,0.0,0.051,17895448576.0,49680384.0,4456452096.0,1.78868731904e+11,16.450,9.680,10.140,7110.0,0.0
15-10 18:24:56,51.708,6.138,42.102,0.0,0.0,0.052,19461074944.0,49680384.0,4456755200.0,1.77302802432e+11,16.450,9.680,10.140,7380.0,166.0
15-10 18:24:58,52.410,5.626,41.938,0.0,0.0,0.026,20826165248.0,49680384.0,4456755200.0,1.75937712128e+11,16.450,9.680,10.140,6750.0,0.0
15-10 18:25:00,43.847,9.035,47.029,0.0,0.0,0.089,22674726912.0,49688576.0,4456755200.0,1.74089142272e+11,17.930,10.100,10.280,5880.0,105.0
15-10 18:25:02,55.885,6.313,37.751,0.0,0.0,0.051,23762296832.0,49688576.0,4457082880.0,1.73001244672e+11,17.930,10.100,10.280,6360.0,0.0
15-10 18:25:04,48.983,7.077,43.850,0.0,0.0,0.091,25538924544.0,49688576.0,4457082880.0,1.7122461696e+11,20.100,10.680,10.470,5910.0,0.0
15-10 18:25:06,48.862,7.567,43.518,0.013,0.0,0.039,27063099392.0,49696768.0,4457480192.0,1.69700036608e+11,20.100,10.680,10.470,5790.0,105.0
15-10 18:25:08,44.643,8.794,46.485,0.013,0.0,0.065,28174999552.0,49696768.0,4457480192.0,1.68588136448e+11,20.100,10.680,10.470,6540.0,0.0
15-10 18:25:10,48.661,8.518,42.744,0.0,0.0,0.077,30423814144.0,49696768.0,4457480192.0,1.66339321856e+11,22.420,11.320,10.670,5580.0,200.0
15-10 18:25:12,51.966,6.480,41.542,0.0,0.0,0.013,31832657920.0,49704960.0,4458168320.0,1.6492978176e+11,22.420,11.320,10.670,5700.0,166.0
15-10 18:25:14,51.186,6.565,42.159,0.0,0.0,0.090,33135652864.0,49704960.0,4458168320.0,1.63626786816e+11,25.020,12.040,10.910,5790.0,0.0
15-10 18:25:16,49.188,8.264,42.484,0.0,0.0,0.064,34740940800.0,49704960.0,4458516480.0,1.6202115072e+11,25.020,12.040,10.910,6480.0,105.0
15-10 18:25:18,52.461,5.507,41.954,0.0,0.0,0.078,36027138048.0,49713152.0,4458516480.0,1.6073494528e+11,25.020,12.040,10.910,6900.0,0.0
15-10 18:25:20,46.975,6.479,46.417,0.0,0.0,0.130,38081155072.0,49713152.0,4458516480.0,1.58680928256e+11,26.140,12.490,11.060,6630.0,105.0
15-10 18:25:22,56.084,6.276,37.589,0.0,0.0,0.051,39140143104.0,49713152.0,4458807296.0,1.57621649408e+11,26.140,12.490,11.060,6030.0,0.0
15-10 18:25:24,52.369,7.729,39.800,0.0,0.0,0.103,41022181376.0,49721344.0,4458807296.0,1.55739602944e+11,29.500,13.410,11.370,5940.0,0.0
15-10 18:25:26,51.612,6.265,42.072,0.0,0.0,0.052,42729246720.0,49721344.0,4459089920.0,1.54032254976e+11,29.500,13.410,11.370,5880.0,105.0
15-10 18:25:28,53.934,5.739,40.288,0.0,0.0,0.039,44059058176.0,49721344.0,4459089920.0,1.5270244352e+11,29.500,13.410,11.370,5790.0,58.0
15-10 18:25:30,51.728,7.579,40.617,0.0,0.0,0.077,45643894784.0,49729536.0,4459569152.0,1.51117119488e+11,32.260,14.250,11.650,6330.0,161.0
15-10 18:25:32,55.960,5.602,38.374,0.0,0.0,0.064,47058141184.0,49729536.0,4459569152.0,1.49702873088e+11,32.260,14.250,11.650,5940.0,0.0
15-10 18:25:34,48.539,8.073,43.286,0.0,0.0,0.103,48963330048.0,49729536.0,4460339200.0,1.47796914176e+11,33.680,14.850,11.860,6180.0,134.0
15-10 18:25:36,56.054,5.695,38.199,0.0,0.0,0.051,50070790144.0,49737728.0,4460302336.0,1.46689482752e+11,33.680,14.850,11.860,5820.0,0.0
15-10 18:25:38,47.566,8.190,44.128,0.0,0.0,0.116,51557388288.0,49737728.0,4460310528.0,1.45202876416e+11,33.680,14.850,11.860,5130.0,199.0
15-10 18:25:40,56.001,6.136,37.837,0.0,0.0,0.026,52870025216.0,49737728.0,4460707840.0,1.43889842176e+11,34.830,15.400,12.050,4650.0,0.0
15-10 18:25:42,52.105,6.230,41.626,0.0,0.0,0.039,54629564416.0,49745920.0,4460707840.0,1.42130294784e+11,34.830,15.400,12.050,4920.0,29.0
15-10 18:25:44,50.444,8.371,41.133,0.0,0.0,0.052,56549572608.0,49745920.0,4461228032.0,1.402097664e+11,37.0,16.170,12.320,5160.0,105.0
15-10 18:25:46,52.284,5.524,42.127,0.0,0.0,0.065,57732517888.0,49745920.0,4461228032.0,1.3902682112e+11,37.0,16.170,12.320,5700.0,0.0
15-10 18:25:48,45.166,8.390,46.366,0.0,0.0,0.077,59602690048.0,49754112.0,4461219840.0,1.3715664896e+11,37.0,16.170,12.320,5910.0,105.0
15-10 18:25:50,57.606,5.849,36.480,0.0,0.0,0.064,61085569024.0,49754112.0,4461592576.0,1.35673397248e+11,38.520,16.830,12.550,5610.0,27.0
15-10 18:25:52,50.672,7.765,41.499,0.0,0.0,0.065,62826876928.0,49754112.0,4461592576.0,1.33932089344e+11,38.520,16.830,12.550,6180.0,0.0
15-10 18:25:54,53.971,6.112,39.879,0.0,0.0,0.038,64612110336.0,49762304.0,4461998080.0,1.3214644224e+11,40.560,17.620,12.830,5910.0,105.0
15-10 18:25:56,53.914,5.735,40.260,0.0,0.0,0.091,66095902720.0,49762304.0,4462006272.0,1.30662641664e+11,40.560,17.620,12.830,5670.0,0.0
15-10 18:25:58,49.340,7.283,43.313,0.0,0.0,0.064,67458297856.0,49762304.0,4462317568.0,1.29299935232e+11,40.560,17.620,12.830,5790.0,195.0
15-10 18:26:00,56.594,5.432,37.921,0.0,0.0,0.052,69283504128.0,49770496.0,4462313472.0,1.27474724864e+11,41.240,18.140,13.020,5370.0,0.0
15-10 18:26:02,49.203,7.958,42.762,0.0,0.0,0.077,71151304704.0,49770496.0,4462645248.0,1.25606592512e+11,41.240,18.140,13.020,5400.0,132.0
15-10 18:26:04,57.119,5.222,37.634,0.0,0.0,0.025,72559775744.0,49770496.0,4462645248.0,1.24198121472e+11,42.420,18.770,13.260,5700.0,0.0
15-10 18:26:06,48.437,8.460,43.027,0.0,0.0,0.077,74493767680.0,49778688.0,4462637056.0,1.22264129536e+11,42.420,18.770,13.260,5518.0,219.0
15-10 18:26:08,58.267,5.951,35.719,0.0,0.0,0.063,76099600384.0,49778688.0,4462870528.0,1.2065806336e+11,42.420,18.770,13.260,5388.500,295.0
15-10 18:26:10,54.621,7.194,38.095,0.0,0.0,0.091,77817249792.0,49778688.0,4462870528.0,1.18940413952e+11,44.310,19.550,13.540,5310.0,173.0
15-10 18:26:12,53.408,6.687,39.880,0.0,0.0,0.026,79667908608.0,49786880.0,4463321088.0,1.17089296384e+11,44.310,19.550,13.540,4920.0,132.0
15-10 18:26:14,55.607,5.818,38.472,0.0,0.0,0.103,81153519616.0,49786880.0,4463321088.0,1.15603685376e+11,44.370,19.970,13.710,4950.0,0.0
15-10 18:26:16,50.152,8.0,41.747,0.0,0.0,0.101,83170779136.0,49786880.0,4463665152.0,1.13586081792e+11,44.370,19.970,13.710,5760.0,105.0
15-10 18:26:18,58.715,5.167,36.066,0.0,0.0,0.052,84880977920.0,49795072.0,4463656960.0,1.11875883008e+11,44.370,19.970,13.710,5952.500,1151.500
15-10 18:26:20,50.678,7.351,41.893,0.0,0.0,0.078,86901727232.0,49795072.0,4463665152.0,1.09855125504e+11,46.260,20.770,14.0,5791.0,461.0
15-10 18:26:22,61.197,5.576,33.175,0.0,0.0,0.051,88316534784.0,49795072.0,4464046080.0,1.08439937024e+11,46.260,20.770,14.0,5970.0,0.0
15-10 18:26:24,50.206,7.091,42.638,0.013,0.0,0.052,90560425984.0,49803264.0,4464037888.0,1.06196045824e+11,45.680,21.070,14.140,6420.0,105.0
15-10 18:26:26,57.514,5.338,37.096,0.0,0.0,0.052,91495170048.0,49803264.0,4464377856.0,1.05260961792e+11,45.680,21.070,14.140,6300.0,0.0
15-10 18:26:28,52.896,6.256,40.757,0.0,0.0,0.090,92947804160.0,49803264.0,4464377856.0,1.0380832768e+11,45.680,21.070,14.140,5910.0,0.0
15-10 18:26:30,54.682,6.557,38.722,0.0,0.0,0.039,94949281792.0,49811456.0,4464652288.0,1.01806567424e+11,42.260,20.770,14.080,5430.0,105.0
15-10 18:26:32,54.953,5.576,39.380,0.0,0.0,0.091,96522276864.0,49811456.0,4464656384.0,1.00233568256e+11,42.260,20.770,14.080,5280.0,0.0
15-10 18:26:34,51.145,7.691,41.124,0.0,0.0,0.039,98245574656.0,49811456.0,4464951296.0,98509975552.0,43.040,21.290,14.280,4890.0,210.0
15-10 18:26:36,55.071,6.446,38.431,0.0,0.0,0.052,99701964800.0,49819648.0,4464951296.0,97053577216.0,43.040,21.290,14.280,4980.0,0.0
15-10 18:26:38,46.697,8.934,44.317,0.0,0.0,0.052,1.01930041344e+11,49819648.0,4464951296.0,94825500672.0,43.040,21.290,14.280,5160.0,105.0
15-10 18:26:40,55.799,5.393,38.782,0.0,0.0,0.026,1.03671296e+11,49819648.0,4465197056.0,93084000256.0,44.080,21.870,14.500,5370.0,0.0
15-10 18:26:42,54.100,6.251,39.545,0.0,0.0,0.103,1.05155104768e+11,49827840.0,4465197056.0,91600183296.0,44.080,21.870,14.500,5310.0,0.0
15-10 18:26:44,55.120,7.158,37.645,0.0,0.0,0.077,1.07333136384e+11,49827840.0,4465770496.0,89421578240.0,45.270,22.480,14.740,5550.0,207.500
15-10 18:26:46,58.146,5.396,36.380,0.0,0.0,0.077,1.0876524544e+11,49827840.0,4465770496.0,87989469184.0,45.270,22.480,14.740,5250.0,0.0
15-10 18:26:48,53.616,8.313,38.007,0.0,0.0,0.064,1.10350774272e+11,49836032.0,4466028544.0,86403674112.0,45.270,22.480,14.740,5670.0,105.0
15-10 18:26:50,59.697,5.516,34.723,0.0,0.0,0.064,1.12138846208e+11,49836032.0,4466036736.0,84615593984.0,45.970,23.010,14.950,6330.0,0.0
15-10 18:26:52,48.603,8.421,42.938,0.0,0.0,0.038,1.14116448256e+11,49836032.0,4466442240.0,82637586432.0,45.970,23.010,14.950,6900.0,105.0
15-10 18:26:54,59.420,4.784,35.732,0.0,0.0,0.064,1.15910926336e+11,49844224.0,4466434048.0,80843108352.0,46.940,23.590,15.180,7110.0,0.0
15-10 18:26:56,50.336,7.261,42.326,0.0,0.0,0.078,1.17704118272e+11,49844224.0,4467212288.0,79049138176.0,46.940,23.590,15.180,5970.0,105.0
15-10 18:26:58,58.078,6.535,35.323,0.0,0.0,0.064,1.19408910336e+11,49844224.0,4467011584.0,77344546816.0,46.940,23.590,15.180,5730.0,0.0
15-10 18:27:00,54.573,7.386,37.964,0.0,0.0,0.077,1.21065054208e+11,49852416.0,4467007488.0,75688398848.0,48.460,24.290,15.460,6612.500,661.500
15-10 18:27:02,61.045,5.982,32.960,0.0,0.0,0.013,1.22384474112e+11,49852416.0,4467298304.0,74368688128.0,48.460,24.290,15.460,6968.0,1282.0
15-10 18:27:04,44.307,4.732,50.949,0.0,0.0,0.013,1.23072446464e+11,49852416.0,4467568640.0,73680445440.0,47.940,24.590,15.600,6600.0,105.0
15-10 18:27:06,48.320,2.202,49.478,0.0,0.0,0.0,1.23285069824e+11,49860608.0,4467560448.0,73467822080.0,47.940,24.590,15.600,7410.0,0.0
15-10 18:27:08,59.044,3.987,36.969,0.0,0.0,0.0,1.24218331136e+11,49860608.0,4468015104.0,72534106112.0,47.940,24.590,15.600,7743.0,171.0
15-10 18:27:10,49.244,4.253,46.490,0.0,0.0,0.013,1.24792061952e+11,49860608.0,4468289536.0,71960100864.0,44.510,24.260,15.540,7140.0,278.0
15-10 18:27:12,44.706,1.428,53.865,0.0,0.0,0.0,1.244772352e+11,49868800.0,4468281344.0,72274927616.0,44.510,24.260,15.540,6840.0,0.0
15-10 18:27:14,60.748,4.721,34.518,0.0,0.0,0.013,1.251728384e+11,49868800.0,4468633600.0,71578972160.0,41.740,24.030,15.510,6780.0,105.0
