018-10-15 17:32:26.176182: step 1648, loss = 3.37 (0.5 examples/sec; 2.122 sec/batch)
2018-10-15 17:32:28.298134: step 1649, loss = 3.31 (0.5 examples/sec; 2.117 sec/batch)
2018-10-15 17:32:30.404930: step 1650, loss = 3.70 (0.5 examples/sec; 2.104 sec/batch)
2018-10-15 17:32:32.534260: step 1651, loss = 3.37 (0.5 examples/sec; 2.125 sec/batch)
2018-10-15 17:32:34.700279: step 1652, loss = 3.75 (0.5 examples/sec; 2.162 sec/batch)
2018-10-15 17:32:36.817002: step 1653, loss = 3.37 (0.5 examples/sec; 2.112 sec/batch)
2018-10-15 17:32:38.983189: step 1654, loss = 3.37 (0.5 examples/sec; 2.164 sec/batch)
2018-10-15 17:32:41.100257: step 1655, loss = 3.37 (0.5 examples/sec; 2.113 sec/batch)
2018-10-15 17:32:43.269211: step 1656, loss = 3.69 (0.5 examples/sec; 2.165 sec/batch)
2018-10-15 17:32:45.370173: step 1657, loss = 3.69 (0.5 examples/sec; 2.097 sec/batch)
2018-10-15 17:32:47.493064: step 1658, loss = 3.69 (0.5 examples/sec; 2.119 sec/batch)
2018-10-15 17:32:49.592418: step 1659, loss = 3.36 (0.5 examples/sec; 2.097 sec/batch)
2018-10-15 17:32:51.677463: step 1660, loss = 3.31 (0.5 examples/sec; 2.081 sec/batch)
2018-10-15 17:32:53.808059: step 1661, loss = 3.36 (0.5 examples/sec; 2.127 sec/batch)
2018-10-15 17:32:55.955690: step 1662, loss = 3.37 (0.5 examples/sec; 2.143 sec/batch)
2018-10-15 17:32:58.105403: step 1663, loss = 3.32 (0.5 examples/sec; 2.145 sec/batch)
2018-10-15 17:33:00.261356: step 1664, loss = 3.75 (0.5 examples/sec; 2.153 sec/batch)
2018-10-15 17:33:02.415032: step 1665, loss = 3.32 (0.5 examples/sec; 2.149 sec/batch)
2018-10-15 17:33:04.525047: step 1666, loss = 3.36 (0.5 examples/sec; 2.106 sec/batch)
2018-10-15 17:33:06.668249: step 1667, loss = 3.37 (0.5 examples/sec; 2.141 sec/batch)
2018-10-15 17:33:08.788036: step 1668, loss = 3.35 (0.5 examples/sec; 2.115 sec/batch)
2018-10-15 17:33:10.936935: step 1669, loss = 3.35 (0.5 examples/sec; 2.145 sec/batch)
2018-10-15 17:33:13.059089: step 1670, loss = 3.37 (0.5 examples/sec; 2.120 sec/batch)
2018-10-15 17:33:15.223088: step 1671, loss = 3.32 (0.5 examples/sec; 2.162 sec/batch)
2018-10-15 17:33:17.342484: step 1672, loss = 3.34 (0.5 examples/sec; 2.115 sec/batch)
2018-10-15 17:33:19.504010: step 1673, loss = 3.35 (0.5 examples/sec; 2.157 sec/batch)
2018-10-15 17:33:21.660243: step 1674, loss = 3.34 (0.5 examples/sec; 2.152 sec/batch)
2018-10-15 17:33:23.795650: step 1675, loss = 3.35 (0.5 examples/sec; 2.131 sec/batch)
2018-10-15 17:33:25.940249: step 1676, loss = 3.32 (0.5 examples/sec; 2.141 sec/batch)
2018-10-15 17:33:28.100247: step 1677, loss = 3.33 (0.5 examples/sec; 2.155 sec/batch)
2018-10-15 17:33:30.244100: step 1678, loss = 3.33 (0.5 examples/sec; 2.140 sec/batch)
2018-10-15 17:33:32.400402: step 1679, loss = 3.33 (0.5 examples/sec; 2.151 sec/batch)
2018-10-15 17:33:34.527630: step 1680, loss = 3.32 (0.5 examples/sec; 2.123 sec/batch)
2018-10-15 17:33:36.729950: step 1681, loss = 3.34 (0.5 examples/sec; 2.198 sec/batch)
2018-10-15 17:33:38.870496: step 1682, loss = 3.30 (0.5 examples/sec; 2.136 sec/batch)
2018-10-15 17:33:40.977419: step 1683, loss = 3.28 (0.5 examples/sec; 2.103 sec/batch)
2018-10-15 17:33:43.164143: step 1684, loss = 3.85 (0.5 examples/sec; 2.183 sec/batch)
2018-10-15 17:33:45.320532: step 1685, loss = 3.71 (0.5 examples/sec; 2.152 sec/batch)
2018-10-15 17:33:47.448157: step 1686, loss = 3.72 (0.5 examples/sec; 2.123 sec/batch)
2018-10-15 17:33:49.551528: step 1687, loss = 3.29 (0.5 examples/sec; 2.099 sec/batch)
2018-10-15 17:33:51.663118: step 1688, loss = 3.84 (0.5 examples/sec; 2.109 sec/batch)
2018-10-15 17:33:53.776954: step 1689, loss = 3.37 (0.5 examples/sec; 2.112 sec/batch)
2018-10-15 17:33:55.921951: step 1690, loss = 3.21 (0.5 examples/sec; 2.141 sec/batch)
2018-10-15 17:33:58.050075: step 1691, loss = 3.71 (0.5 examples/sec; 2.125 sec/batch)
2018-10-15 17:34:00.219751: step 1692, loss = 3.36 (0.5 examples/sec; 2.166 sec/batch)
2018-10-15 17:34:02.338257: step 1693, loss = 3.38 (0.5 examples/sec; 2.116 sec/batch)
2018-10-15 17:34:04.510049: step 1694, loss = 3.39 (0.5 examples/sec; 2.168 sec/batch)
2018-10-15 17:34:06.635187: step 1695, loss = 3.37 (0.5 examples/sec; 2.121 sec/batch)
2018-10-15 17:34:08.785548: step 1696, loss = 3.17 (0.5 examples/sec; 2.146 sec/batch)
2018-10-15 17:34:10.915601: step 1697, loss = 3.37 (0.5 examples/sec; 2.126 sec/batch)
2018-10-15 17:34:13.076507: step 1698, loss = 3.36 (0.5 examples/sec; 2.157 sec/batch)
2018-10-15 17:34:15.194536: step 1699, loss = 3.36 (0.5 examples/sec; 2.114 sec/batch)
2018-10-15 17:34:17.363198: step 1700, loss = 3.38 (0.5 examples/sec; 2.164 sec/batch)
2018-10-15 17:34:20.078087: step 1701, loss = 3.27 (0.5 examples/sec; 2.144 sec/batch)
2018-10-15 17:34:22.217985: step 1702, loss = 3.37 (0.5 examples/sec; 2.136 sec/batch)
2018-10-15 17:34:24.308277: step 1703, loss = 3.27 (0.5 examples/sec; 2.087 sec/batch)
2018-10-15 17:34:26.466138: step 1704, loss = 3.14 (0.5 examples/sec; 2.156 sec/batch)
2018-10-15 17:34:28.597165: step 1705, loss = 3.38 (0.5 examples/sec; 2.127 sec/batch)
2018-10-15 17:34:30.763275: step 1706, loss = 3.15 (0.5 examples/sec; 2.162 sec/batch)
2018-10-15 17:34:32.895656: step 1707, loss = 3.08 (0.5 examples/sec; 2.128 sec/batch)
2018-10-15 17:34:35.079548: step 1708, loss = 3.36 (0.5 examples/sec; 2.180 sec/batch)
2018-10-15 17:34:37.187025: step 1709, loss = 3.33 (0.5 examples/sec; 2.103 sec/batch)
2018-10-15 17:34:39.290436: step 1710, loss = 3.36 (0.5 examples/sec; 2.099 sec/batch)
2018-10-15 17:34:41.408078: step 1711, loss = 4.23 (0.5 examples/sec; 2.113 sec/batch)
2018-10-15 17:34:43.563386: step 1712, loss = 2.93 (0.5 examples/sec; 2.150 sec/batch)
2018-10-15 17:34:45.696543: step 1713, loss = 3.43 (0.5 examples/sec; 2.128 sec/batch)
2018-10-15 17:34:47.891343: step 1714, loss = 4.12 (0.5 examples/sec; 2.190 sec/batch)
2018-10-15 17:34:50.006398: step 1715, loss = 4.12 (0.5 examples/sec; 2.113 sec/batch)
2018-10-15 17:34:52.119331: step 1716, loss = 3.40 (0.5 examples/sec; 2.109 sec/batch)
2018-10-15 17:34:54.229108: step 1717, loss = 3.37 (0.5 examples/sec; 2.105 sec/batch)
2018-10-15 17:34:56.354948: step 1718, loss = 3.35 (0.5 examples/sec; 2.122 sec/batch)
2018-10-15 17:34:58.521434: step 1719, loss = 4.04 (0.5 examples/sec; 2.163 sec/batch)
2018-10-15 17:35:00.639180: step 1720, loss = 3.30 (0.5 examples/sec; 2.114 sec/batch)
2018-10-15 17:35:02.815738: step 1721, loss = 3.84 (0.5 examples/sec; 2.173 sec/batch)
2018-10-15 17:35:04.936426: step 1722, loss = 3.82 (0.5 examples/sec; 2.116 sec/batch)
2018-10-15 17:35:07.044956: step 1723, loss = 3.74 (0.5 examples/sec; 2.104 sec/batch)
2018-10-15 17:35:09.201010: step 1724, loss = 3.34 (0.5 examples/sec; 2.152 sec/batch)
