"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 1__1_node.csv 2 2000",,,,"Date:","15 Oct 2018 16:33:55 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 16:33:55,4.019,0.651,95.297,0.016,0.0,0.017,3126493184.0,37068800.0,2251673600.0,1.95855077376e+11,1.540,0.340,0.110,0.0,0.0
15-10 16:33:57,8.306,2.164,89.530,0.0,0.0,0.0,3135479808.0,37076992.0,2252029952.0,1.95845726208e+11,1.540,0.340,0.110,6690.0,880.0
15-10 16:33:59,7.950,1.944,90.107,0.0,0.0,0.0,3160723456.0,37076992.0,2253029376.0,1.95819483136e+11,1.500,0.350,0.120,6559.0,560.0
15-10 16:34:01,8.152,1.803,90.045,0.0,0.0,0.0,3170820096.0,37076992.0,2252791808.0,1.95809624064e+11,1.500,0.350,0.120,7084.0,2807.0
15-10 16:34:03,5.101,1.600,93.287,0.013,0.0,0.0,3491393536.0,37085184.0,2253078528.0,1.95488755712e+11,1.500,0.350,0.120,6060.0,105.0
15-10 16:34:05,6.555,0.748,92.698,0.0,0.0,0.0,3181662208.0,37085184.0,2253504512.0,1.95798061056e+11,1.700,0.410,0.140,6573.0,105.0
15-10 16:34:07,8.141,2.438,89.421,0.0,0.0,0.0,3184017408.0,37093376.0,2253824000.0,1.95795378176e+11,1.700,0.410,0.140,6543.0,210.0
15-10 16:34:09,7.523,2.520,89.957,0.0,0.0,0.0,3197886464.0,37101568.0,2254098432.0,1.95781226496e+11,1.720,0.440,0.150,6660.0,105.0
15-10 16:34:11,7.204,2.736,90.060,0.0,0.0,0.0,3201286144.0,37101568.0,2254446592.0,1.95777478656e+11,1.720,0.440,0.150,6153.0,536.0
15-10 16:34:13,8.011,2.121,89.868,0.0,0.0,0.0,3213230080.0,37101568.0,2255048704.0,1.95764932608e+11,1.720,0.440,0.150,5520.0,0.0
15-10 16:34:15,8.045,2.145,89.797,0.012,0.0,0.0,3227246592.0,37109760.0,2255745024.0,1.95750211584e+11,1.670,0.450,0.150,30961.0,54.0
15-10 16:34:17,8.245,1.968,89.775,0.0,0.0,0.012,3230883840.0,37109760.0,2256199680.0,1.9574611968e+11,1.670,0.450,0.150,30570.0,0.0
15-10 16:34:19,7.756,2.610,89.634,0.0,0.0,0.0,3232923648.0,37109760.0,2256457728.0,1.95743821824e+11,1.690,0.480,0.160,10230.0,0.0
15-10 16:34:21,7.489,2.120,90.391,0.0,0.0,0.0,3234910208.0,37117952.0,2256752640.0,1.9574153216e+11,1.690,0.480,0.160,5070.0,0.0
15-10 16:34:23,7.716,2.230,90.054,0.0,0.0,0.0,3237752832.0,37117952.0,2257080320.0,1.95738361856e+11,1.690,0.480,0.160,6060.0,0.0
15-10 16:34:25,7.733,2.218,90.049,0.0,0.0,0.0,3239010304.0,37117952.0,2257506304.0,1.957366784e+11,1.640,0.490,0.170,5940.0,0.0
15-10 16:34:27,7.869,2.223,89.908,0.0,0.0,0.0,3238576128.0,37130240.0,2257817600.0,1.95736788992e+11,1.640,0.490,0.170,5820.0,0.0
15-10 16:34:29,7.766,2.198,90.036,0.0,0.0,0.0,3241607168.0,37130240.0,2258173952.0,1.957334016e+11,1.590,0.490,0.170,6630.0,33.0
15-10 16:34:31,6.667,3.296,90.038,0.0,0.0,0.0,3260502016.0,37130240.0,2258173952.0,1.95714506752e+11,1.590,0.490,0.170,6570.0,0.0
15-10 16:34:33,7.586,2.299,90.115,0.0,0.0,0.0,3258814464.0,37138432.0,2258657280.0,1.95715702784e+11,1.590,0.490,0.170,5820.0,0.0
15-10 16:34:35,7.704,2.164,90.120,0.0,0.0,0.013,3254915072.0,37138432.0,2258968576.0,1.9571929088e+11,1.620,0.520,0.180,6090.0,27.0
15-10 16:34:37,7.418,2.152,90.430,0.0,0.0,0.0,3384619008.0,37138432.0,2259267584.0,1.95589287936e+11,1.620,0.520,0.180,6240.0,0.0
15-10 16:34:39,4.631,0.288,95.081,0.0,0.0,0.0,3336155136.0,37146624.0,2259562496.0,1.95637448704e+11,1.570,0.530,0.190,6120.0,0.0
15-10 16:34:41,6.834,1.849,91.317,0.0,0.0,0.0,3263557632.0,37146624.0,2259959808.0,1.95709648896e+11,1.570,0.530,0.190,6180.0,0.0
15-10 16:34:43,7.906,2.473,89.622,0.0,0.0,0.0,3271495680.0,37146624.0,2260148224.0,1.95701522432e+11,1.570,0.530,0.190,5730.0,0.0
15-10 16:34:45,7.392,2.602,90.006,0.0,0.0,0.0,3282591744.0,37154816.0,2260365312.0,1.95690201088e+11,1.520,0.540,0.190,6990.0,27.0
15-10 16:34:47,7.522,2.620,89.858,0.0,0.0,0.0,3273961472.0,37154816.0,2260545536.0,1.95698651136e+11,1.520,0.540,0.190,7080.0,0.0
15-10 16:34:49,7.413,2.759,89.803,0.025,0.0,0.0,3282272256.0,37154816.0,2260766720.0,1.95690119168e+11,1.560,0.560,0.200,6690.0,0.0
15-10 16:34:51,6.871,3.479,89.650,0.0,0.0,0.0,3285446656.0,37163008.0,2261184512.0,1.95686518784e+11,1.560,0.560,0.200,6150.0,0.0
15-10 16:34:53,7.339,2.384,90.265,0.0,0.0,0.013,3286351872.0,37163008.0,2261422080.0,1.95685376e+11,1.560,0.560,0.200,6298.0,114.0
