"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_256_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 18:13:35 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 18:13:35,3.943,0.613,95.425,0.009,0.0,0.010,1173041152.0,31469568.0,502595584.0,1.99563206656e+11,0.070,1.140,0.760,0.0,0.0
16-10 18:13:37,0.012,0.025,99.963,0.0,0.0,0.0,1171787776.0,31477760.0,502587392.0,1.99564460032e+11,0.070,1.140,0.760,7819.0,2126.0
16-10 18:13:39,0.0,0.013,99.987,0.0,0.0,0.0,1171546112.0,31477760.0,502591488.0,1.995646976e+11,0.070,1.120,0.760,6852.0,3016.0
16-10 18:13:41,1.513,2.126,96.362,0.0,0.0,0.0,1248206848.0,31477760.0,502591488.0,1.99488036864e+11,0.070,1.120,0.760,6075.0,61.0
16-10 18:13:43,2.388,0.125,97.487,0.0,0.0,0.0,1316110336.0,31485952.0,502591488.0,1.99420125184e+11,0.140,1.120,0.760,5778.500,2417.500
16-10 18:13:45,1.025,2.574,96.401,0.0,0.0,0.0,1756418048.0,31485952.0,502591488.0,1.98979817472e+11,0.140,1.120,0.760,5968.0,127.500
16-10 18:13:47,11.498,2.589,85.863,0.0,0.0,0.050,2650464256.0,31502336.0,503558144.0,1.98084788224e+11,0.140,1.120,0.760,23008.0,127830183.0
16-10 18:13:49,52.967,5.896,41.049,0.0,0.0,0.088,2950778880.0,31510528.0,503549952.0,1.977844736e+11,3.810,1.860,1.0,43696535.0,105262906.500
16-10 18:13:51,12.086,3.075,84.739,0.025,0.0,0.075,2243571712.0,31510528.0,503558144.0,1.98491672576e+11,3.810,1.860,1.0,83436254.500,20342.500
16-10 18:13:53,0.062,0.212,99.725,0.0,0.0,0.0,2225709056.0,31510528.0,503558144.0,1.98509535232e+11,3.510,1.830,1.0,652367.500,396.0
16-10 18:13:55,8.407,2.459,88.871,0.176,0.0,0.088,2925654016.0,31760384.0,503730176.0,1.97809168384e+11,3.510,1.830,1.0,80946.500,127782029.500
16-10 18:13:57,51.984,12.407,35.105,0.378,0.0,0.126,3037409280.0,31772672.0,503730176.0,1.97697400832e+11,3.510,1.830,1.0,105944731.500,105280588.0
16-10 18:13:59,10.804,0.400,88.771,0.0,0.0,0.025,2262573056.0,31772672.0,503730176.0,1.98472237056e+11,3.550,1.870,1.010,21175020.0,10692.0
16-10 18:14:01,0.287,0.162,99.550,0.0,0.0,0.0,2268770304.0,31780864.0,503730176.0,1.98466031616e+11,3.550,1.870,1.010,704917.0,6008653.500
16-10 18:14:03,22.891,4.877,72.131,0.0,0.0,0.101,3474313216.0,31780864.0,503902208.0,1.97260316672e+11,6.710,2.550,1.240,28853.0,227025497.0
16-10 18:14:05,47.017,8.357,44.539,0.0,0.0,0.087,2707931136.0,31780864.0,503902208.0,1.98026698752e+11,6.710,2.550,1.240,123867471.0,46124.0
16-10 18:14:07,2.711,0.062,97.227,0.0,0.0,0.0,2278469632.0,31789056.0,503898112.0,1.9845615616e+11,6.710,2.550,1.240,3250139.0,1986.0
16-10 18:14:09,6.933,1.868,91.111,0.0,0.0,0.088,2804985856.0,31789056.0,503902208.0,1.9792963584e+11,6.170,2.510,1.230,712499.0,127782190.0
16-10 18:14:11,52.042,6.139,41.744,0.0,0.0,0.075,2974392320.0,31789056.0,504078336.0,1.97760053248e+11,6.170,2.510,1.230,48974660.500,105267684.500
16-10 18:14:13,12.905,0.688,86.320,0.013,0.0,0.075,2563473408.0,31797248.0,504070144.0,1.9817097216e+11,5.840,2.500,1.240,78152428.500,21837.0
16-10 18:14:15,2.481,0.940,96.567,0.0,0.0,0.013,2574184448.0,31797248.0,504078336.0,1.98160252928e+11,5.840,2.500,1.240,720167.500,77855633.0
16-10 18:14:17,30.505,4.557,64.876,0.0,0.0,0.063,3056013312.0,31797248.0,504254464.0,1.97678247936e+11,5.840,2.500,1.240,44307.0,155178840.0
16-10 18:14:19,37.609,1.647,60.631,0.0,0.0,0.112,2587971584.0,31805440.0,504254464.0,1.98146281472e+11,6.250,2.640,1.290,125719106.0,34243.500
16-10 18:14:21,1.501,0.050,98.437,0.0,0.0,0.013,2324324352.0,31805440.0,504254464.0,1.98409928704e+11,6.250,2.640,1.290,2045843.500,1650.0
