"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_64_ps_fake_1.csv 2 2000",,,,"Date:","16 Oct 2018 19:13:14 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 19:13:14,3.971,0.616,95.394,0.009,0.0,0.010,2461614080.0,37040128.0,1048018944.0,1.97723639808e+11,0.540,1.990,1.920,0.0,0.0
16-10 19:13:16,0.012,0.012,99.975,0.0,0.0,0.0,2461151232.0,37048320.0,1048023040.0,1.97724090368e+11,0.500,1.960,1.910,5629.0,1194.0
16-10 19:13:18,0.0,0.013,99.987,0.0,0.0,0.0,2460954624.0,37048320.0,1048023040.0,1.97724286976e+11,0.500,1.960,1.910,5089.0,49.0
16-10 19:13:20,0.0,0.013,99.987,0.0,0.0,0.0,2460700672.0,37048320.0,1048023040.0,1.97724540928e+11,0.460,1.930,1.890,4620.0,0.0
16-10 19:13:22,0.0,0.013,99.987,0.0,0.0,0.0,2460635136.0,37056512.0,1048023040.0,1.97724598272e+11,0.460,1.930,1.890,4710.0,0.0
16-10 19:13:24,0.0,0.013,99.987,0.0,0.0,0.0,2460254208.0,37056512.0,1048023040.0,1.977249792e+11,0.460,1.930,1.890,4710.0,0.0
16-10 19:13:26,0.0,0.025,99.975,0.0,0.0,0.0,2460254208.0,37056512.0,1048023040.0,1.977249792e+11,0.420,1.900,1.880,5520.0,0.0
16-10 19:13:28,0.0,0.0,100.0,0.0,0.0,0.0,2460254208.0,37064704.0,1048014848.0,1.977249792e+11,0.420,1.900,1.880,6120.0,0.0
16-10 19:13:30,0.0,0.013,99.987,0.0,0.0,0.0,2460102656.0,37064704.0,1048023040.0,1.9772512256e+11,0.390,1.860,1.870,5880.0,0.0
16-10 19:13:32,0.0,0.013,99.987,0.0,0.0,0.0,2460102656.0,37064704.0,1048023040.0,1.9772512256e+11,0.390,1.860,1.870,6180.0,0.0
16-10 19:13:34,0.0,0.013,99.987,0.0,0.0,0.0,2460102656.0,37072896.0,1048014848.0,1.9772512256e+11,0.390,1.860,1.870,6720.0,0.0
16-10 19:13:36,0.0,0.025,99.975,0.0,0.0,0.0,2463846400.0,37072896.0,1048023040.0,1.97721370624e+11,0.350,1.830,1.860,6120.0,0.0
16-10 19:13:38,0.0,0.013,99.987,0.0,0.0,0.0,2463846400.0,37072896.0,1048023040.0,1.97721370624e+11,0.350,1.830,1.860,6090.0,0.0
16-10 19:13:40,0.0,0.013,99.987,0.0,0.0,0.0,2463846400.0,37081088.0,1048014848.0,1.97721370624e+11,0.330,1.800,1.850,6030.0,0.0
16-10 19:13:42,0.0,0.037,99.963,0.0,0.0,0.0,2463838208.0,37081088.0,1048023040.0,1.97721370624e+11,0.330,1.800,1.850,18660.0,0.0
16-10 19:13:44,0.0,0.013,99.987,0.0,0.0,0.0,2463584256.0,37081088.0,1048023040.0,1.97721624576e+11,0.330,1.800,1.850,17490.0,0.0
16-10 19:13:46,0.0,0.025,99.975,0.0,0.0,0.0,2463584256.0,37089280.0,1048014848.0,1.97721624576e+11,0.300,1.770,1.840,10440.0,0.0
16-10 19:13:48,0.0,0.013,99.987,0.0,0.0,0.0,2463576064.0,37089280.0,1048023040.0,1.97721624576e+11,0.300,1.770,1.840,4500.0,0.0
16-10 19:13:50,0.0,0.013,99.987,0.0,0.0,0.0,2463629312.0,37089280.0,1048023040.0,1.97721571328e+11,0.270,1.740,1.830,5188.0,114.0
16-10 19:13:52,0.0,0.012,99.988,0.0,0.0,0.0,2463629312.0,37097472.0,1048014848.0,1.97721571328e+11,0.270,1.740,1.830,5580.0,27.0
16-10 19:13:54,0.0,0.025,99.975,0.0,0.0,0.0,2463621120.0,37097472.0,1048023040.0,1.97721571328e+11,0.270,1.740,1.830,6810.0,0.0
16-10 19:13:56,0.0,0.025,99.975,0.0,0.0,0.0,2463621120.0,37097472.0,1048023040.0,1.97721571328e+11,0.250,1.710,1.820,7200.0,0.0
16-10 19:13:58,0.0,0.0,100.0,0.0,0.0,0.0,2463621120.0,37105664.0,1048014848.0,1.97721571328e+11,0.250,1.710,1.820,7413.0,66.0
16-10 19:14:00,0.0,0.013,99.987,0.0,0.0,0.0,2463612928.0,37105664.0,1048023040.0,1.97721571328e+11,0.230,1.680,1.810,6810.0,0.0
16-10 19:14:02,0.0,0.013,99.987,0.0,0.0,0.0,2463612928.0,37105664.0,1048023040.0,1.97721571328e+11,0.230,1.680,1.810,5760.0,0.0
16-10 19:14:04,0.0,0.025,99.975,0.0,0.0,0.0,2464460800.0,37113856.0,1048014848.0,1.97720723456e+11,0.230,1.680,1.810,7500.500,867.500
16-10 19:14:06,0.013,0.013,99.975,0.0,0.0,0.0,2464317440.0,37113856.0,1048023040.0,1.97720858624e+11,0.210,1.660,1.800,7012.0,457.0
