"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_32_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 19:01:53 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
16-10 19:01:53,3.968,0.616,95.396,0.009,0.0,0.010,993923072.0,35913728.0,781594624.0,1.99458881536e+11,0.0,0.420,1.290,0.0,0.0
16-10 19:01:55,0.0,0.012,99.988,0.0,0.0,0.0,993685504.0,35913728.0,781606912.0,1.99459106816e+11,0.0,0.410,1.280,7399.0,1185.0
16-10 19:01:57,0.013,0.025,99.963,0.0,0.0,0.0,993546240.0,35913728.0,781606912.0,1.9945924608e+11,0.0,0.410,1.280,6438.0,3054.0
16-10 19:01:59,0.0,0.013,99.987,0.0,0.0,0.0,993521664.0,35921920.0,781598720.0,1.99459270656e+11,0.0,0.410,1.280,6525.0,146.0
16-10 19:02:01,0.0,0.013,99.987,0.0,0.0,0.0,993259520.0,35921920.0,781606912.0,1.99459524608e+11,0.0,0.400,1.280,6900.0,0.0
16-10 19:02:03,0.0,0.0,100.0,0.0,0.0,0.0,993132544.0,35921920.0,781606912.0,1.99459651584e+11,0.0,0.400,1.280,7230.0,0.0
16-10 19:02:05,0.0,0.013,99.987,0.0,0.0,0.0,993132544.0,35930112.0,781598720.0,1.99459651584e+11,0.0,0.400,1.270,6930.0,0.0
16-10 19:02:07,0.0,0.025,99.975,0.0,0.0,0.0,993091584.0,35930112.0,781606912.0,1.99459684352e+11,0.0,0.400,1.270,6900.0,0.0
16-10 19:02:09,0.0,0.013,99.987,0.0,0.0,0.0,993091584.0,35930112.0,781606912.0,1.99459684352e+11,0.0,0.400,1.270,7440.0,0.0
16-10 19:02:11,0.0,0.0,100.0,0.0,0.0,0.0,993091584.0,35938304.0,781598720.0,1.99459684352e+11,0.0,0.390,1.260,6081.0,479.0
16-10 19:02:13,0.013,0.025,99.962,0.0,0.0,0.0,993091584.0,35938304.0,781606912.0,1.9945967616e+11,0.0,0.390,1.260,6615.0,184.0
16-10 19:02:15,0.012,0.025,99.963,0.0,0.0,0.0,993234944.0,35938304.0,781606912.0,1.994595328e+11,0.0,0.380,1.260,6422.0,211.0
16-10 19:02:17,0.013,0.013,99.975,0.0,0.0,0.0,993394688.0,35946496.0,781598720.0,1.99459373056e+11,0.0,0.380,1.260,5928.0,531.0
16-10 19:02:19,0.0,0.013,99.987,0.0,0.0,0.0,993251328.0,35946496.0,781606912.0,1.99459508224e+11,0.0,0.380,1.260,5730.0,0.0
16-10 19:02:21,0.0,0.025,99.975,0.0,0.0,0.0,993234944.0,35946496.0,781606912.0,1.99459524608e+11,0.0,0.380,1.250,6481.0,6101.0
16-10 19:02:23,0.025,0.025,99.950,0.0,0.0,0.0,994893824.0,35954688.0,781598720.0,1.99457865728e+11,0.0,0.380,1.250,6555.0,478.0
16-10 19:02:25,0.0,0.013,99.987,0.0,0.0,0.0,993849344.0,35954688.0,781606912.0,1.99458902016e+11,0.0,0.370,1.240,6210.0,0.0
16-10 19:02:27,0.0,0.025,99.975,0.0,0.0,0.0,993837056.0,35954688.0,781606912.0,1.99458914304e+11,0.0,0.370,1.240,6555.0,774.0
16-10 19:02:29,0.0,0.013,99.987,0.0,0.0,0.0,993837056.0,35962880.0,781598720.0,1.99458914304e+11,0.0,0.370,1.240,5940.0,459.0
16-10 19:02:31,0.475,1.101,98.424,0.0,0.0,0.0,1006284800.0,35962880.0,781606912.0,1.99446458368e+11,0.0,0.360,1.240,6796.0,6041.0
16-10 19:02:33,2.314,3.102,94.572,0.013,0.0,0.0,1186545664.0,35962880.0,781606912.0,1.99266197504e+11,0.0,0.360,1.240,6405.0,2016.0
16-10 19:02:35,0.0,0.0,100.0,0.0,0.0,0.0,1186213888.0,35971072.0,781598720.0,1.9926652928e+11,0.0,0.360,1.230,6045.0,587.0
16-10 19:02:37,0.013,0.025,99.963,0.0,0.0,0.0,1185619968.0,35971072.0,781606912.0,1.99267115008e+11,0.0,0.360,1.230,5843.0,333.0
16-10 19:02:39,0.0,0.013,99.987,0.0,0.0,0.0,1185480704.0,35971072.0,781606912.0,1.99267254272e+11,0.0,0.360,1.230,6222.0,882.0
16-10 19:02:41,0.0,0.013,99.987,0.0,0.0,0.0,1185472512.0,35979264.0,781606912.0,1.99267254272e+11,0.0,0.350,1.220,5505.0,73.0
16-10 19:02:43,1.775,2.438,95.787,0.0,0.0,0.0,1278054400.0,35979264.0,781606912.0,1.99174672384e+11,0.0,0.350,1.220,6435.0,61.0
16-10 19:02:45,2.425,0.087,97.487,0.0,0.0,0.0,1319337984.0,35979264.0,781606912.0,1.991333888e+11,0.080,0.360,1.220,5949.0,1709.0
16-10 19:02:47,1.825,1.150,97.025,0.0,0.0,0.0,1390575616.0,35987456.0,781598720.0,1.99062151168e+11,0.080,0.360,1.220,6139.500,2082.0
16-10 19:02:49,5.072,1.712,93.216,0.0,0.0,0.0,2161688576.0,35987456.0,782376960.0,1.98290259968e+11,0.080,0.360,1.220,5553.0,359.0
16-10 19:02:51,22.870,2.327,74.590,0.0,0.0,0.213,2463903744.0,35987456.0,783364096.0,1.97987057664e+11,0.150,0.370,1.220,69910904.500,422947096.500
16-10 19:02:53,7.713,0.992,91.245,0.013,0.0,0.038,2307002368.0,36016128.0,784732160.0,1.98142562304e+11,0.150,0.370,1.220,58604082.0,10316778.0
16-10 19:02:55,26.490,4.547,68.775,0.0,0.0,0.188,2327285760.0,36016128.0,784113664.0,1.98122897408e+11,3.750,1.120,1.450,128463071.0,412542169.500
16-10 19:02:57,27.170,2.864,69.740,0.0,0.0,0.226,2357968896.0,36016128.0,784457728.0,1.98091870208e+11,3.750,1.120,1.450,128450130.500,422841593.0
16-10 19:02:59,27.010,3.254,69.070,0.427,0.0,0.239,2400063488.0,36028416.0,784805888.0,1.98049415168e+11,3.750,1.120,1.450,128421350.0,422846723.500
16-10 19:03:01,26.622,2.993,70.210,0.0,0.0,0.175,2670424064.0,36028416.0,785149952.0,1.97778710528e+11,3.770,1.160,1.470,127766512.0,422838517.0
16-10 19:03:03,26.731,2.652,70.454,0.0,0.0,0.163,2643423232.0,36028416.0,785506304.0,1.97805355008e+11,3.770,1.160,1.470,127025479.500,422833581.0
16-10 19:03:05,26.100,2.099,71.639,0.0,0.0,0.163,2504876032.0,36036608.0,785858560.0,1.9794354176e+11,4.180,1.290,1.510,2747828.0,422802623.500
16-10 19:03:07,23.114,3.534,73.189,0.0,0.0,0.163,2921635840.0,36036608.0,786214912.0,1.975264256e+11,4.180,1.290,1.510,128374591.0,421850739.0
16-10 19:03:09,19.669,2.321,77.797,0.0,0.0,0.213,2825191424.0,36036608.0,786214912.0,1.97622870016e+11,4.180,1.290,1.510,128271909.0,269531001.500
